state,district,loksabha_constituency,house_name,mp_type,mp_name,implementing_agency_name,work_id,work_name,work_description,work_category,sanction_date,sanction_amount,units,status,image_status
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,TANGI CHOUDWAR PANCHAYAT SAMITI,WS/CUT947/2022/01778,Widening & Culvert Reconstruction at Bus Stand Junction,Widening & Culvert Reconstruction at Bus Stand Junction. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,22-06-2022,1424931,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,tangi choudwar panchayat samiti,WS/CUT364/2022/01779,Addition of Two Classrooms and Laboratory Block at Govt High School Govt School Campus,Addition of Two Classrooms and Laboratory Block at Govt High School Govt School Campus. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,18-07-2022,588923,sanction_amount in Rupees,Work Completed,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar Panchayat Samiti,WS/CUT823/2022/01780,Widening & Culvert Reconstruction at Canal Bridge Junction,Widening & Culvert Reconstruction at Canal Bridge Junction. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,20-07-2022,795859,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar Panchayat Samiti,WS/CUT204/2022/01781,Addition of Two Classrooms and Laboratory Block at Govt High School Main Bazaar,Addition of Two Classrooms and Laboratory Block at Govt High School Main Bazaar. Approved under MPLADS scheme guidelines. Phase 3 execution.,Health & Education,20-07-2022,867998,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar P.S.,WS/CUT618/2022/01782,Emergency Interlock Tile Pavement near Railway Station Road,Emergency Interlock Tile Pavement near Railway Station Road. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,23-08-2022,943094,sanction_amount in Rupees,Work Completed,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar Panchayat Samiti,WS/CUT549/2022/01783,Community Public Sanitation Block with Bio-Digester at Railway Station Road,Community Public Sanitation Block with Bio-Digester at Railway Station Road. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,04-08-2022,876282,sanction_amount in Rupees,Work Completed,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar P.S.,WS/CUT872/2022/01784,Public Library and Reading Room Building at Primary Health Centre,Public Library and Reading Room Building at Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,09-09-2022,274389,sanction_amount in Rupees,Work Completed,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,TANGI CHOUDWAR PANCHAYAT SAMITI,WS/CUT539/2022/01785,Overhead Drinking Water Reservoir & Distribution Line at Primary Health Centre,Overhead Drinking Water Reservoir & Distribution Line at Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,08-09-2022,458409,sanction_amount in Rupees,Work Completed,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,TANGI CHOUDWAR PANCHAYAT SAMITI,WS/CUT110/2022/01786,Procurement of Advance Life Support Ambulance for Sub-district Hospital Outer Ring Road,Procurement of Advance Life Support Ambulance for Sub-district Hospital Outer Ring Road. Approved under MPLADS scheme guidelines. Phase 3 execution.,Health & Education,15-09-2022,259848,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,TANGI CHOUDWAR PANCHAYAT SAMITI,WS/CUT162/2022/01787,Widening & Culvert Reconstruction at Railway Station Road Junction,Widening & Culvert Reconstruction at Railway Station Road Junction. Approved under MPLADS scheme guidelines. Phase 4 execution.,Roads & Bridges,25-09-2022,447620,sanction_amount in Rupees,Work Completed,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,tangi choudwar panchayat samiti,WS/CUT860/2022/01788,Widening & Culvert Reconstruction at Ward 12 Junction,Widening & Culvert Reconstruction at Ward 12 Junction. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,28-11-2022,1294707,sanction_amount in Rupees,Work Completed,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar Panchayat Samiti,WS/CUT556/2022/01789,Widening & Culvert Reconstruction at Primary Health Centre Junction,Widening & Culvert Reconstruction at Primary Health Centre Junction. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,05-11-2022,745879,sanction_amount in Rupees,Administrative Sanction Accorded,No
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi  Choudwar  Panchayat  Samiti,WS/CUT499/2022/01790,High-Mast LED Street Lighting System across 8 junctions in Gram Panchayat Office,High-Mast LED Street Lighting System across 8 junctions in Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,02-12-2022,458875,sanction_amount in Rupees,Administrative Sanction Accorded,No
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi  Choudwar  Panchayat  Samiti,WS/CUT875/2022/01791,Erection of Open Gymnasium and Youth Sports Complex at Main Bazaar,Erection of Open Gymnasium and Youth Sports Complex at Main Bazaar. Approved under MPLADS scheme guidelines. Phase 2 execution.,Public Infrastructure & Community Halls,10-12-2022,703982,sanction_amount in Rupees,Administrative Sanction Accorded,No
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar Panchayat Samiti,WS/CUT411/2022/01792,Construction of CC Road from Primary Health Centre to Govt School Campus,Construction of CC Road from Primary Health Centre to Govt School Campus. Approved under MPLADS scheme guidelines. Phase 3 execution.,Roads & Bridges,08-12-2022,550316,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi  Choudwar  Panchayat  Samiti,WS/CUT226/2022/01793,Construction of CC Road from Railway Station Road to Bus Stand,Construction of CC Road from Railway Station Road to Bus Stand. Approved under MPLADS scheme guidelines. Phase 4 execution.,Roads & Bridges,21-12-2022,656476,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi  Choudwar  Panchayat  Samiti,WS/CUT742/2023/01794,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Gram Panchayat Office,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,19-01-2023,1734625,sanction_amount in Rupees,Administrative Sanction Accorded,No
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,tangi choudwar panchayat samiti,WS/CUT696/2023/01795,Desilting and Renovation of Village Water Pond at Primary Health Centre,Desilting and Renovation of Village Water Pond at Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,04-02-2023,501352,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar P.S.,WS/CUT194/2023/01796,Addition of Two Classrooms and Laboratory Block at Govt High School Canal Bridge,Addition of Two Classrooms and Laboratory Block at Govt High School Canal Bridge. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,27-02-2023,594706,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar P.S.,WS/CUT638/2023/01797,Desilting and Renovation of Village Water Pond at Gram Panchayat Office,Desilting and Renovation of Village Water Pond at Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 3 execution.,Water Supply & Sanitation,03-02-2023,496178,sanction_amount in Rupees,Work Completed,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,TANGI CHOUDWAR PANCHAYAT SAMITI,WS/CUT617/2023/01798,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Kalyan Puram,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Kalyan Puram. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,27-03-2023,629334,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar Panchayat Samiti,WS/CUT566/2023/01799,Addition of Two Classrooms and Laboratory Block at Govt High School Kalyan Puram,Addition of Two Classrooms and Laboratory Block at Govt High School Kalyan Puram. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,04-03-2023,688169,sanction_amount in Rupees,Work Completed,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,TANGI CHOUDWAR PANCHAYAT SAMITI,WS/CUT685/2023/01800,Community Public Sanitation Block with Bio-Digester at Main Bazaar,Community Public Sanitation Block with Bio-Digester at Main Bazaar. Approved under MPLADS scheme guidelines. Phase 3 execution.,Water Supply & Sanitation,04-03-2023,624981,sanction_amount in Rupees,Work Completed,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,tangi choudwar panchayat samiti,WS/CUT597/2023/01801,Installation of Solar Powered Submersible Tube Wells at Railway Station Road,Installation of Solar Powered Submersible Tube Wells at Railway Station Road. Approved under MPLADS scheme guidelines. Phase 4 execution.,Water Supply & Sanitation,12-03-2023,404642,sanction_amount in Rupees,Financial Sanction Approved,No
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar Panchayat Samiti,WS/CUT102/2023/01802,Widening & Culvert Reconstruction at Bus Stand Junction,Widening & Culvert Reconstruction at Bus Stand Junction. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,27-04-2023,273910,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi  Choudwar  Panchayat  Samiti,WS/CUT445/2023/01803,Construction of CC Road from Ward 12 to Shiv Mandir Chowk,Construction of CC Road from Ward 12 to Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,10-04-2023,376142,sanction_amount in Rupees,Work Completed,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar P.S.,WS/CUT559/2023/01804,Overhead Drinking Water Reservoir & Distribution Line at Primary Health Centre,Overhead Drinking Water Reservoir & Distribution Line at Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 3 execution.,Water Supply & Sanitation,25-04-2023,346749,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,tangi choudwar panchayat samiti,WS/CUT146/2023/01805,Bituminous Road Overhaul between Village Ward 12 and Main Highway,Bituminous Road Overhaul between Village Ward 12 and Main Highway. Approved under MPLADS scheme guidelines. Phase 4 execution.,Roads & Bridges,13-04-2023,294164,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar Panchayat Samiti,WS/CUT416/2023/01806,Installation of Solar Powered Submersible Tube Wells at Govt School Campus,Installation of Solar Powered Submersible Tube Wells at Govt School Campus. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,26-05-2023,2150181,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar Panchayat Samiti,WS/CUT614/2023/01807,Installation of Solar Powered Submersible Tube Wells at Govt School Campus,Installation of Solar Powered Submersible Tube Wells at Govt School Campus. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,07-07-2023,2017055,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,TANGI CHOUDWAR PANCHAYAT SAMITI,WS/CUT646/2023/01808,Widening & Culvert Reconstruction at Gram Panchayat Office Junction,Widening & Culvert Reconstruction at Gram Panchayat Office Junction. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,15-08-2023,1320937,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar Panchayat Samiti,WS/CUT448/2023/01809,Procurement of Advance Life Support Ambulance for Sub-district Hospital Sector 4,Procurement of Advance Life Support Ambulance for Sub-district Hospital Sector 4. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,28-08-2023,716869,sanction_amount in Rupees,Work Completed,No
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,TANGI CHOUDWAR PANCHAYAT SAMITI,WS/CUT247/2023/01810,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Main Bazaar,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Main Bazaar. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,18-09-2023,445412,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar Panchayat Samiti,WS/CUT433/2023/01811,Emergency Interlock Tile Pavement near Bus Stand,Emergency Interlock Tile Pavement near Bus Stand. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,02-09-2023,482037,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,TANGI CHOUDWAR PANCHAYAT SAMITI,WS/CUT431/2023/01812,Widening & Culvert Reconstruction at Ward 12 Junction,Widening & Culvert Reconstruction at Ward 12 Junction. Approved under MPLADS scheme guidelines. Phase 3 execution.,Roads & Bridges,11-09-2023,758265,sanction_amount in Rupees,Work Completed,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,tangi choudwar panchayat samiti,WS/CUT620/2023/01813,Emergency Interlock Tile Pavement near Gram Panchayat Office,Emergency Interlock Tile Pavement near Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,19-10-2023,2447787,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar P.S.,WS/CUT517/2023/01814,Widening & Culvert Reconstruction at Shiv Mandir Chowk Junction,Widening & Culvert Reconstruction at Shiv Mandir Chowk Junction. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,03-11-2023,787201,sanction_amount in Rupees,Administrative Sanction Accorded,No
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,tangi choudwar panchayat samiti,WS/CUT668/2023/01815,Widening & Culvert Reconstruction at Primary Health Centre Junction,Widening & Culvert Reconstruction at Primary Health Centre Junction. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,04-11-2023,927721,sanction_amount in Rupees,Administrative Sanction Accorded,No
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar Panchayat Samiti,WS/CUT308/2023/01816,High-Mast LED Street Lighting System across 8 junctions in Shiv Mandir Chowk,High-Mast LED Street Lighting System across 8 junctions in Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 3 execution.,Public Infrastructure & Community Halls,28-11-2023,744122,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi Choudwar Panchayat Samiti,WS/CUT949/2023/01817,Desilting and Renovation of Village Water Pond at Primary Health Centre,Desilting and Renovation of Village Water Pond at Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,01-12-2023,697385,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Cuttack,Cuttack,17th Lok Sabha,Lok Sabha MP,Bhartruhari Mahtab,Tangi  Choudwar  Panchayat  Samiti,WS/CUT959/2023/01818,Installation of Solar Powered Submersible Tube Wells at Sector 4,Installation of Solar Powered Submersible Tube Wells at Sector 4. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,09-12-2023,1169938,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Maharashtra,Pune,Baramati,17th Lok Sabha,Lok Sabha MP,Supriya Sule,Pune ZP,WS/BAR813/2022/01819,Addition of Two Classrooms and Laboratory Block at Govt High School Sector 4,Addition of Two Classrooms and Laboratory Block at Govt High School Sector 4. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,06-01-2022,1449949,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Maharashtra,Pune,Baramati,17th Lok Sabha,Lok Sabha MP,Supriya Sule,PUNE ZILLA PARISHAD,WS/BAR932/2022/01820,Construction of CC Road from Outer Ring Road to Shiv Mandir Chowk,Construction of CC Road from Outer Ring Road to Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,22-03-2022,2481536,sanction_amount in Rupees,Work Completed,Yes
